date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:24:11	25841/25841	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/m1.jpg	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/m1.jpg	(from https://p.w3layouts.com/demos/new_fashions/web/men.html)
09:24:12	13055/13055	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/a1.jpg	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/a1.jpg	(from https://p.w3layouts.com/demos/new_fashions/web/about.html)
09:24:12	18797/18797	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Nov%202018%2002:24:10%20GMT	https://p.w3layouts.com/demos/new_fashions/web/blog-single.html	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/blog-single.html	(from https://p.w3layouts.com/demos/new_fashions/web/about.html)
09:24:13	8390/8390	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/ab1.jpg	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/ab1.jpg	(from https://p.w3layouts.com/demos/new_fashions/web/about.html)
09:24:16	14037/14037	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/ab3.jpg	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/ab3.jpg	(from https://p.w3layouts.com/demos/new_fashions/web/about.html)
09:24:18	18782/18782	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/ab5.jpg	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/ab5.jpg	(from https://p.w3layouts.com/demos/new_fashions/web/about.html)
09:24:20	12945/12945	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/ab7.jpg	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/ab7.jpg	(from https://p.w3layouts.com/demos/new_fashions/web/about.html)
09:24:21	8370/8370	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/ab8.jpg	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/ab8.jpg	(from https://p.w3layouts.com/demos/new_fashions/web/about.html)
09:24:22	564/564	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Nov%202018%2002:24:19%20GMT	https://p.w3layouts.com/demos/new_fashions/web/pblog.html	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/pblog.html	(from https://p.w3layouts.com/demos/new_fashions/web/blog.html)
09:24:27	30517/30517	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:05%20GMT	https://p.w3layouts.com/demos/new_fashions/web/images/b1.jpg	C:/templatefront/emon/p.w3layouts.com/demos/new_fashions/web/images/b1.jpg	(from https://p.w3layouts.com/demos/new_fashions/web/blog.html)
